DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA-NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240404034,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0315,04,Hollenbeck,0453,2,755,BOMB SCARE,1912 0404,0,X,X,701,HOSPITAL,511,VERBAL THREAT,IC,Invest Cont,755,,,,1700 E  CESAR E CHAVEZ               AV,,34.0512,-118.2176
241304093,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1750,13,Newton,1333,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,104,DRIVEWAY,,,IC,Invest Cont,420,,,,900 E  32ND                         ST,,34.0153,-118.2604
242105304,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1734,21,Topanga,2138,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2028 0325,0,M,W,403,DRUG STORE,,,IC,Invest Cont,442,,,,20500    SHERMAN                      WY,,34.2011,-118.5772
242006606,03/02/2024 12:00:00 AM,02/26/2024 12:00:00 AM,1800,20,Olympic,2069,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,OLYMPIC,ARAPAHOE,34.0524,-118.2854
240108246,03/01/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1919,01,Central,0162,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2032 0311 1822 0342 0329,0,X,X,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,745,,,,700 S  OLIVE                        ST,,34.0466,-118.2555
240106398,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1600,01,Central,0158,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 E  6TH                          ST,,34.0408,-118.2428
240704050,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0815,07,Wilshire,0765,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,0500,0,X,X,726,POLICE FACILITY,,,AO,Adult Other,845,,,,4800    VENICE                       BL,,34.0467,-118.3407
242104052,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0850,21,Topanga,2187,1,510,VEHICLE - STOLEN,,44,M,O,101,STREET,,,AA,Adult Arrest,510,,,,5300    TOPANGA CANYON               BL,,34.166,-118.6058
241507019,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1445,15,N Hollywood,1549,2,860,BATTERY WITH SEXUAL CONTACT,0906 1822 0500,36,F,H,913,MTA - RED LINE - NORTH HOLLYWOOD,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,860,,,,5300    LANKERSHIM                   BL,,34.172,-118.3789
240606929,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2200,06,Hollywood,0647,1,352,PICKPOCKET,1501 1822 0344,24,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,352,,,,6200 W  SUNSET                       BL,,34.0998,-118.3211
241905237,02/02/2024 12:00:00 AM,01/31/2024 12:00:00 AM,0945,19,Mission,1991,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,8100    LANGDON                      AV,,34.2176,-118.4688
241205979,02/02/2024 12:00:00 AM,01/31/2024 12:00:00 AM,1000,12,77th Street,1213,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2000 W  54TH                         ST,,33.9932,-118.3139
240305924,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1400,03,Southwest,0334,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385 0344 1300 1606 1822,36,M,H,102,SIDEWALK,,,IC,Invest Cont,420,,,,4000 W  29TH                         ST,,34.0295,-118.3305
240305767,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1400,03,Southwest,0355,1,520,VEHICLE - ATTEMPT STOLEN,0329 1307 1609 1822,64,F,B,104,DRIVEWAY,,,IC,Invest Cont,520,,,,3700 S  ST ANDREWS                   PL,,34.0211,-118.3119
241704322,01/05/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1730,17,Devonshire,1747,1,330,BURGLARY FROM VEHICLE,0344 1202 0329,77,F,W,101,STREET,,,IC,Invest Cont,330,,,,PETIT,SAN JOSE,34.2611,-118.498
240806514,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0400,08,West LA,0893,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,58,M,A,101,STREET,,,IC,Invest Cont,331,,,,2500 S  BENTLEY                      AV,,34.0353,-118.4331
240307116,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1700,03,Southwest,0313,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,2500    13TH                         AV,,34.0343,-118.3319
241005200,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0600,10,West Valley,1025,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,18000    VANOWEN                      ST,,34.1975,-118.5273
241805554,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0310,18,Southeast,1824,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 0385 0342 0216 0327,38,M,H,104,DRIVEWAY,,,IC,Invest Cont,331,,,,800 E  94TH                         ST,,33.9511,-118.2608
241404036,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1300,14,Pacific,1434,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3700    COLONIAL                     AV,,34.006,-118.4366
241505682,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2310,15,N Hollywood,1548,2,888,TRESPASSING,1501 0910 2004,0,X,X,913,MTA - RED LINE - NORTH HOLLYWOOD,,,AA,Adult Arrest,888,,,,5300    LANKERSHIM                   BL,,34.167,-118.3759
240307410,03/07/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0705,03,Southwest,0307,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,SANTA MONICA,CRENSHAW,34.0338,-118.337
240806432,03/02/2024 12:00:00 AM,01/31/2024 12:00:00 AM,1100,08,West LA,0827,2,649,DOCUMENT FORGERY / STOLEN FELONY,0923,84,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,700 S  WESTGATE                     AV,,34.054,-118.4705
240307314,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2000,03,Southwest,0396,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0432 0913 1251 1259 1815 2024,15,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,900 W  41ST                         DR,,34.0083,-118.29
240404038,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0520,04,Hollenbeck,0497,1,310,BURGLARY,0342 1309 0344 0329 1607 0321,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,2800 E  OLYMPIC                      BL,,34.0234,-118.2177
241804057,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1200,18,Southeast,1835,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300 E  107TH                        ST,,33.941,-118.2516
240804273,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0100,08,West LA,0859,1,330,BURGLARY FROM VEHICLE,0344 1300,33,F,B,101,STREET,,,IC,Invest Cont,330,,,,8500    SATURN                       ST,,34.0515,-118.3762
241105233,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1120,11,Northeast,1141,1,330,BURGLARY FROM VEHICLE,1302 0344,69,M,O,732,POST OFFICE,,,IC,Invest Cont,330,,,,1800 N  VERMONT                      AV,,34.1095,-118.2958
240704029,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0245,07,Wilshire,0755,1,310,BURGLARY,0329 1607,23,X,X,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5200 W  PICO                         BL,,34.051,-118.3538
241605933,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,0600,16,Foothill,1602,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,12600    MERCER                       ST,,34.2796,-118.4079
241305393,01/29/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0001,13,Newton,1362,2,354,THEFT OF IDENTITY,0100,39,M,W,750,CYBERSPACE,,,IC,Invest Cont,354,,,,100 E  49TH                         ST,,33.9983,-118.274
240304091,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1500,03,Southwest,0396,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,41ST                         DR,VERMONT                      AV,34.0083,-118.2915
241204126,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2130,12,77th Street,1257,2,888,TRESPASSING,,73,M,B,101,STREET,,,IC,Invest Cont,888,,,,300 W  77TH                         ST,,33.9699,-118.2783
240205954,02/06/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2200,02,Rampart,0248,1,480,BIKE - STOLEN,1822 0344,35,M,H,101,STREET,,,IC,Invest Cont,480,,,,1400 W  5TH                          ST,,34.0553,-118.2634
241704180,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1900,17,Devonshire,1738,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,11000    HASKELL                      AV,,34.2703,-118.476
241605951,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,0100,16,Foothill,1653,2,354,THEFT OF IDENTITY,1822 1202 0922,62,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10000    TELFAIR                      AV,,34.2516,-118.413
240204007,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,2000,02,Rampart,0218,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,GLENDALE,BELLEVUE,34.0706,-118.2615
241604049,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1700,16,Foothill,1606,1,310,BURGLARY,0344,40,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,11300    FOOTHILL                     BL,,34.276,-118.3778
240305696,02/02/2024 12:00:00 AM,01/27/2024 12:00:00 AM,0959,03,Southwest,0396,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 1258 1251 1912 0432 0421,10,F,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,4000 S  VERMONT                      AV,,34.0109,-118.2915
240308464,03/26/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1320,03,Southwest,0358,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1251 0344 2032,21,M,A,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,440,,,,1000 W  34TH                         ST,,34.0243,-118.2876
241605932,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1800,16,Foothill,1602,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,11700    BROMONT                      AV,,34.2822,-118.4062
240108358,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1530,01,Central,0132,2,888,TRESPASSING,0910 1501,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
241705519,02/05/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1215,17,Devonshire,1785,2,354,THEFT OF IDENTITY,1822 0930,33,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8700    CANBY                        AV,,34.2292,-118.5348
240606806,03/02/2024 12:00:00 AM,02/29/2024 12:00:00 AM,1200,06,Hollywood,0645,1,310,BURGLARY,1606 1822 0344,43,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,7000    HAWTHORN                     AV,,34.1004,-118.3414
241504853,01/17/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2330,15,N Hollywood,1538,1,520,VEHICLE - ATTEMPT STOLEN,1300,52,M,H,101,STREET,,,IC,Invest Cont,520,,,,5600    FAIR                         AV,,34.1722,-118.3746
240205830,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1300,02,Rampart,0215,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,300 N  VENDOME                      ST,,34.0749,-118.2803
240706250,02/22/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2200,07,Wilshire,0763,1,330,BURGLARY FROM VEHICLE,1300 1307 1822 0344,34,F,B,104,DRIVEWAY,,,IC,Invest Cont,330,,,,1600 S  SPAULDING                    AV,,34.0468,-118.3636
241904049,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,0420,19,Mission,1952,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,15400    MAYALL                       ST,,34.2536,-118.4675
240106386,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1700,01,Central,0162,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,800 S  FLOWER                       ST,,34.0473,-118.2601
240108392,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0545,01,Central,0185,1,330,BURGLARY FROM VEHICLE,1300 0329 0344 1307 0386,19,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,1100 S  BROADWAY,,34.0396,-118.259
240204212,01/05/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1420,02,Rampart,0204,2,354,THEFT OF IDENTITY,0100 0928,50,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,800    LUCILE                       AV,,34.0838,-118.2836
241305501,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0811,13,Newton,1377,2,354,THEFT OF IDENTITY,0100,30,F,B,750,CYBERSPACE,,,IC,Invest Cont,354,,,,5400    MORGAN                       AV,,33.9937,-118.2446
240904034,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,2000,09,Van Nuys,0974,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4600    WILLIS                       AV,,34.1545,-118.4552
241805587,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1810,18,Southeast,1844,1,210,ROBBERY,0344 1822 0216 0209 0206 0337 0302,0,X,X,248,CELL PHONE STORE,102,HAND GUN,IC,Invest Cont,210,,,,600 E  IMPERIAL                     HY,,33.9345,-118.2623
240206375,02/15/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2330,02,Rampart,0218,1,210,ROBBERY,0342 0344 1202 0337 0302 1822,63,M,B,124,BUS STOP,102,HAND GUN,IC,Invest Cont,210,,,,SUNSET                       BL,ECHO PARK                    AV,34.0763,-118.2574
240905310,02/06/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1443,09,Van Nuys,0904,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,14900    RAYMER                       ST,,34.2131,-118.4584
240104167,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1932,01,Central,0143,1,330,BURGLARY FROM VEHICLE,0344 1307,58,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,400 S  SPRING                       ST,,34.0488,-118.25
241505671,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0455,15,N Hollywood,1513,1,310,BURGLARY,0344,67,M,A,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,12600    SHERMAN                      WY,,34.2012,-118.4077
240100503,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0930,01,Central,0164,1,761,BRANDISH WEAPON,0913 2004 1402 0334 0421,47,M,H,406,OTHER STORE,311,HAMMER,AA,Adult Arrest,761,998,,,600 S  MAIN                         ST,,34.0453,-118.2499
240106455,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1900,01,Central,0111,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 N  GRAND                        AV,,34.0626,-118.2434
241504216,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1420,15,N Hollywood,1503,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,33,M,W,717,HEALTH SPA/GYM,,,IC,Invest Cont,440,,,,6600    LAUREL CANYON                BL,,34.2003,-118.4002
240305834,02/05/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1500,03,Southwest,0341,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,COLISEUM,COCHRAN,34.018,-118.3612
240108294,03/02/2024 12:00:00 AM,02/29/2024 12:00:00 AM,1900,01,Central,0158,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600    STANFORD                     AV,,34.0408,-118.2428
241306971,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1800,13,Newton,1303,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,PICO                         BL,PALOMA                       ST,34.0304,-118.2484
240606922,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1429,06,Hollywood,0643,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1501 0344 0913,67,M,W,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,440,,,,1600 N  POINSETTIA                   PL,,34.0998,-118.3479
241805596,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1820,18,Southeast,1891,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 W  GARDENA                      BL,,33.8818,-118.285
241305509,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1000,13,Newton,1303,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 2032 0377,52,F,H,101,STREET,,,IC,Invest Cont,331,,,,1200    SAN JULIAN                   ST,,34.0344,-118.2544
241904098,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2130,19,Mission,1999,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1402 1307 1300 1822 0329,27,M,H,101,STREET,,,IC,Invest Cont,745,998,,,SATICOY,VENTURA CANYON               BL,34.2094,-118.4293
241305538,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1810,13,Newton,1385,1,210,ROBBERY,1822 0342 0945 0431 0344,28,M,H,402,MARKET,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,,,,900 E  SLAUSON                      AV,,33.9893,-118.2594
241606074,03/06/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1710,16,Foothill,1664,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,24,M,H,408,AUTO SUPPLY STORE*,,,IC,Invest Cont,440,,,,11200    PENDLETON                    ST,,34.2429,-118.3887
241006224,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0950,10,West Valley,1019,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,7400    HASKELL                      AV,,34.2048,-118.4749
241805610,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1600,18,Southeast,1841,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0100 1822,57,M,H,504,OTHER RESIDENCE,,,IC,Invest Cont,331,,,,600 W  108TH                        ST,,33.9382,-118.2848
240606820,03/02/2024 12:00:00 AM,02/29/2024 12:00:00 AM,1036,06,Hollywood,0629,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0325 0216,39,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,5800    FRANKLIN                     AV,,34.115,-118.3124
240108327,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,2100,01,Central,0185,1,330,BURGLARY FROM VEHICLE,0344 1307,33,M,H,101,STREET,,,IC,Invest Cont,330,,,,11TH,LOS ANGELES,34.0384,-118.2571
240406054,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0900,04,Hollenbeck,0455,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600    SAN BENITO                   ST,,34.0515,-118.213
240704063,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2140,07,Wilshire,0782,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1253,29,M,B,801,MTA BUS,113,SIMULATED GUN,AA,Adult Arrest,930,,,,CADILLAC,VENICE,34.0376,-118.3749
240506405,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1645,05,Harbor,0558,2,354,THEFT OF IDENTITY,0922,45,F,F,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,200 N  BEACON                       ST,,33.7442,-118.2804
241905340,02/04/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2300,19,Mission,1999,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7700    WOODMAN                      AV,,34.2104,-118.4309
241207584,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1105,12,77th Street,1231,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 2004 1814 0416,54,F,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626,,,,4100 W  SLAUSON                      AV,,33.9889,-118.3461
241707003,03/12/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1900,17,Devonshire,1716,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,49,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,11600    PASO ROBLES                  AV,,34.2811,-118.5032
241304107,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2200,13,Newton,1345,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,33RD,COMPTON,34.0124,-118.2487
241405431,02/02/2024 12:00:00 AM,01/21/2024 12:00:00 AM,1155,14,Pacific,1488,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,5700 W  CENTURY                      BL,,33.9456,-118.3797
241704068,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2200,17,Devonshire,1764,1,310,BURGLARY,1501,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,310,,,,9300    TAMPA                        AV,,34.244,-118.5583
241804576,01/12/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2030,18,Southeast,1844,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,11100    TOWNE                        AV,,33.9348,-118.2674
240404054,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1800,04,Hollenbeck,0471,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,CLARENCE                     ST,6TH                          ST,34.0391,-118.2231
242100541,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1000,21,Topanga,2145,1,310,BURGLARY,1605 1267 0344 0329 1402,43,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,22000    VANOWEN                      ST,,34.1938,-118.6059
240406106,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0600,04,Hollenbeck,0459,1,330,BURGLARY FROM VEHICLE,1302 0344,61,M,I,101,STREET,,,IC,Invest Cont,330,,,,500 N  EVERGREEN                    AV,,34.0452,-118.1994
240505269,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1430,05,Harbor,0531,2,624,BATTERY - SIMPLE ASSAULT,1822 0216 0342 0416 1218,34,M,H,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,PACIFIC COAST                HY,WESTERN,33.7895,-118.3077
241406836,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2140,14,Pacific,1494,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700    WORLDWAY,,33.942,-118.4095
240106453,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2150,01,Central,0132,2,888,TRESPASSING,1501,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
241905399,02/06/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2330,19,Mission,1985,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329,59,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,8800    CEDROS                       AV,,34.2301,-118.4535
240404090,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1400,04,Hollenbeck,0426,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385 0344,36,F,H,102,SIDEWALK,,,IC,Invest Cont,331,,,,5100    TEMPLETON                    ST,,34.0852,-118.1739
240605750,02/04/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0400,06,Hollywood,0644,2,354,THEFT OF IDENTITY,1822 0929,28,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400 N  GARDNER                      ST,,34.0962,-118.3529
241005238,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0030,10,West Valley,1037,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,17300    HAMLIN                       ST,,34.1885,-118.5101
242004269,01/08/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0800,20,Olympic,2004,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4600    ROSEWOOD                     AV,,34.079,-118.3046
240805356,02/04/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2119,08,West LA,0882,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,11200 W  OLYMPIC                      BL,,34.039,-118.44
241804067,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1150,18,Southeast,1841,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,11300 S  VERMONT                      AV,,33.9321,-118.2916
241504451,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1611,15,N Hollywood,1581,1,330,BURGLARY FROM VEHICLE,1300 0344,50,M,C,108,PARKING LOT,,,IC,Invest Cont,330,,,,4100    WHITSETT                     AV,,34.1449,-118.4052
240905179,02/04/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1830,09,Van Nuys,0911,1,330,BURGLARY FROM VEHICLE,0344 1822,40,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,15300    VOSE                         ST,,34.1984,-118.4662
242105461,02/07/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1900,21,Topanga,2114,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,22000    LANARK                       ST,,34.2167,-118.6065
